from_newsgroup,to_newsgroup,number_of_references
no.embnet,no.mail.diverse,43
no.embnet,no.mail.drift,43
no.embnet,no.marked,43
no.film,no.linux,43
no.film,no.mail.diverse,43
no.general,no.uninett.diverse,43
no.linux,no.embnet,43
no.litteratur,no.embnet,43
no.litteratur,no.marked.data,43
no.mail.diverse,no.alt.radio-tv.irma-1000,43
no.mail.diverse,no.norsk,43
no.marked.data,no.hobby.diverse,43
no.multimedia,no.havforskning,43
no.norsk,no.mail.diverse,43
no.tele,no.net,43
no.alt.config,no.alt.arkiv,42
no.alt.diskusjoner,no.prat.narkotika,42
no.alt.flame,no.alt.god.jul,42
no.alt.frustrasjoner,no.alt.pompelog,42
no.alt.mat,no.alkohol,42
no.alt.radio-tv.irma-1000,no.net,42
no.alt.tegneserier,no.kjemi,42
no.alt.tegneserier,no.linux,42
no.alt.tegneserier,no.mac,42
no.alt.tegneserier,no.mail.drift,42
no.bil,no.c,42
no.bil,no.litteratur,42
no.bil,no.musikk,42
no.c,no.bil,42
no.c,no.multimedia,42
no.ef,no.elektronikk,42
no.film,no.bil,42
no.film,no.kjemi,42
no.film,no.mac,42
no.general,no.eunet.diverse,42
no.hobby.diverse,no.marked.data,42
no.irc,no.elektronikk,42
no.irc,no.marked.data,42
no.it.diverse,no.marked.data,42
no.kjemi,no.film,42
no.linux,no.audio,42
no.lisp,no.mac,42
no.litteratur,no.alt.tegneserier,42
no.litteratur,no.audio,42
no.litteratur,no.ef,42
no.mac,no.film,42
no.mail.diverse,no.marked.data,42
no.mail.drift,no.alt.radio-tv.irma-1000,42
no.mail.drift,no.c,42
no.mail.drift,no.news.drift,42
no.marked,no.alt.radio-tv.irma-1000,42
no.marked,no.news.diverse,42
no.marked.data,no.litteratur,42
no.musikk,no.marked.jobb,42
no.musikk,no.norsk,42
no.news.diverse,no.irc,42
no.news.drift,no.norsk,42
no.radio_tv,no.alt.diskusjoner,42
no.religion,no.jus,42
no.slekt.etterlysning,unknown,42
no.spill,no.sport.diverse,42
no.sport.diverse,no.spill,42
no.tele,no.jus,42
no.telepost,no.alt.diskusjoner,42
no.alt.config,no.alt.mat,41
no.alt.frustrasjoner,no.mac,41
no.alt.frustrasjoner,no.unix,41
no.alt.god.jul,no.c,41
no.alt.god.jul,no.embnet,41
no.alt.god.jul,no.marked,41
no.alt.motorsykler,no.alt.katter,41
no.alt.pompel-og-pilt,no.alt.tegneserier,41
no.alt.pompel-og-pilt,no.c,41
no.alt.tegneserier,no.bil,41
no.elektronikk,no.irc,41
no.film,no.multimedia,41
no.irc,no.musikk.gitar,41
no.it.diverse,unknown,41
no.kjemi,no.alt.tegneserier,41
no.kjemi,unknown,41
no.linux,no.film,41
no.linux,no.lisp,41
no.mac,no.alt.tegneserier,41
no.mail.diverse,no.embnet,41
no.mail.diverse,no.film,41
no.mail.drift,no.embnet,41
no.mail.drift,no.marked.data,41
no.marked,no.alkohol,41
no.marked,no.embnet,41
no.marked.data,no.elektronikk,41
no.marked.data,no.mail.diverse,41
no.marked.jobb,no.audio,41
no.net,no.alt.flame,41
no.net,no.audio,41
no.net,no.embnet,41
no.net,no.tele,41
no.psykologi,no.jus,41
no.psykologi,no.vit.diverse,41
no.stortinget,no.norsk,41
no.alkohol,no.alt.arkiv,40
no.alt.frustrasjoner,no.ai,40
no.alt.gledesutbrudd,no.alkohol,40
no.alt.gledesutbrudd,no.alt.config,40
no.alt.god.jul,no.litteratur,40
no.alt.god.jul,no.mail.diverse,40
no.alt.god.jul,no.net,40
no.alt.pompel-og-pilt,no.audio,40
no.alt.pompel-og-pilt,no.bil,40
no.alt.pompel-og-pilt,no.ef,40
no.alt.pompel-og-pilt,no.elektronikk,40
no.alt.pompel-og-pilt,no.embnet,40
no.alt.pompelog,no.alt.frustrasjoner,40
no.alt.pompelog,no.alt.gledesutbrudd,40
no.alt.pompelog,no.alt.mat,40
no.alt.tegneserier,no.multimedia,40
no.audio,no.net,40
no.bil,no.embnet,40
no.ef,no.alkohol,40
no.ef,no.bil,40
no.elektronikk,no.ef,40
no.elektronikk,no.film,40
no.embnet,no.bil,40
no.embnet,no.elektronikk,40
no.film,no.mail.drift,40
no.general,no.alt.pompel-og-pilt,40
no.general,no.alt.radio-tv.irma-1000,40
no.havforskning,no.musikk.gitar,40
no.hobby.diverse,no.multimedia,40
no.irc,no.marked.jobb,40
no.jus,no.alkohol,40
no.kjemi,no.news.diverse,40
no.lisp,no.linux,40
no.mail.diverse,no.alt.tegneserier,40
no.mail.diverse,no.ef,40
no.mail.drift,no.audio,40
no.mail.drift,no.ef,40
no.marked,no.ef,40
no.marked.data,no.mail.drift,40
no.multimedia,no.irc,40
no.musikk,no.musikk.klassisk,40
no.net,no.alt.tegneserier,40
no.norsk,no.mac,40
no.norsk,no.news.drift,40
no.pc,no.tele,40
no.slekt.etterlysning,no.slekt,40
no.alt.diskusjoner,no.telepost,39
no.alt.gledesutbrudd,no.alt.pompelog,39
no.alt.god.jul,no.havforskning,39
no.alt.god.jul,no.jus,39
no.alt.god.jul,no.kjemi,39
no.alt.god.jul,no.linux,39
no.alt.god.jul,no.mail.drift,39
no.alt.mat,no.alt.config,39
no.alt.pompel-og-pilt,no.havforskning,39
no.alt.tegneserier,no.marked.data,39
no.alt.tegneserier,no.marked.jobb,39
no.audio,no.alt.radio-tv.irma-1000,39
no.bil,no.ef,39
no.bil,no.irc,39
no.bil,no.kjemi,39
no.c,no.alt.god.jul,39
no.elektronikk,no.embnet,39
no.embnet,no.multimedia,39
no.film,no.elektronikk,39
no.film,no.marked.jobb,39
no.general,no.it.emacs,39
no.hobby.diverse,no.marked,39
no.irc,no.bil,39
no.linux,no.alt.tegneserier,39
no.linux,no.news.diverse,39
no.lisp,no.litteratur,39
no.lisp,no.marked,39
no.litteratur,no.bil,39
no.litteratur,no.lisp,39
no.mail.drift,no.alt.tegneserier,39
no.marked,no.tele,39
no.marked.data,no.irc,39
no.medisin,unknown,39
no.multimedia,no.c,39
no.multimedia,no.film,39
no.multimedia,no.hobby.diverse,39
no.musikk,no.alt.frustrasjoner,39
no.net,no.alt.radio-tv.irma-1000,39
no.news.drift,no.alt.diskusjoner,39
no.pc,no.marked.jobb,39
no.student.nett,no.student.samfund,39
no.alkohol,no.jus,38
no.alt.arkiv,no.alkohol,38
no.alt.config,no.alt.flame,38
no.alt.flame,no.prat.seksualitet,38
no.alt.flame,no.stortinget,38
no.alt.gledesutbrudd,no.alt.flame,38
no.alt.gledesutbrudd,no.film,38
no.alt.god.jul,no.musikk.gitar,38
no.alt.pompel-og-pilt,no.film,38
no.alt.pompel-og-pilt,no.general,38
no.alt.pompel-og-pilt,no.irc,38
no.alt.pompel-og-pilt,no.jus,38
no.alt.pompel-og-pilt,no.kjemi,38
no.alt.pompel-og-pilt,no.marked.jobb,38
no.alt.radio-tv.irma-1000,no.audio,38
no.alt.radio-tv.irma-1000,no.c,38
no.alt.tegneserier,no.elektronikk,38
no.alt.tegneserier,no.net,38
no.audio,no.alt.pompel-og-pilt,38
no.audio,no.lisp,38
no.audio,no.musikk.gitar,38
no.bil,no.alt.tegneserier,38
no.bil,no.linux,38
no.bil,no.mac,38
no.c,no.marked.jobb,38
no.c,no.musikk.gitar,38
no.ef,no.musikk.gitar,38
no.elektronikk,no.kjemi,38
no.elektronikk,no.mail.diverse,38
no.elektronikk,no.mail.drift,38
no.embnet,no.alt.god.jul,38
no.embnet,no.eunet.diverse,38
no.embnet,no.net,38
no.eunet.diverse,no.embnet,38
no.general,no.kryptografi,38
no.havforskning,no.marked.data,38
no.irc,no.alt.god.jul,38
no.irc,no.lisp,38
no.it.emacs,unknown,38
no.kjemi,no.bil,38
no.kjemi,no.elektronikk,38
no.kjemi,no.marked.data,38
no.kjemi,no.norsk,38
no.kjemi,no.pc,38
no.linux,no.nuug,38
no.mail.diverse,no.alt.frustrasjoner,38
no.mail.drift,no.film,38
no.marked,no.lisp,38
no.marked.bil,no.marked,38
no.marked.data,no.net,38
no.net,no.film,38
no.net,no.marked.data,38
no.news.drift,no.mail.drift,38
no.radio-tv,no.musikk,38
no.radio_tv,no.alt.frustrasjoner,38
no.speider,unknown,38
no.sport.diverse,no.marked,38
no.student.samfund,no.student.nett,38
no.telepost,no.stortinget,38
no.vit.diverse,no.kjemi,38
no.alkohol,no.ai,37
no.alkohol,no.alt.mat.drikke,37
no.alkohol,no.alt.motorsykler,37
no.alt.flame,no.marked,37
no.alt.frustrasjoner,no.alt.radio_tv.irma1000,37
no.alt.frustrasjoner,no.tele,37
no.alt.god.jul,no.film,37
no.alt.mat,no.alt.pompelog,37
no.alt.pompel-og-pilt,no.linux,37
no.alt.pompel-og-pilt,no.lisp,37
no.alt.pompel-og-pilt,no.litteratur,37
no.alt.pompel-og-pilt,no.mac,37
no.alt.pompel-og-pilt,no.mail.diverse,37
no.alt.pompel-og-pilt,no.mail.drift,37
no.alt.pompel-og-pilt,no.marked,37
no.alt.pompel-og-pilt,no.marked.data,37
no.alt.radio-tv.irma-1000,no.alt.tegneserier,37
no.alt.radio-tv.irma-1000,no.bil,37
no.alt.radio-tv.irma-1000,no.ef,37
no.alt.radio-tv.irma-1000,no.elektronikk,37
no.alt.radio-tv.irma-1000,no.embnet,37
no.alt.tegneserier,no.alt.pompel-og-pilt,37
no.alt.tegneserier,no.alt.radio-tv.irma-1000,37
no.alt.tegneserier,no.musikk.gitar,37
no.bil,no.alt.pompel-og-pilt,37
no.bil,no.alt.radio-tv.irma-1000,37
no.bil,no.havforskning,37
no.bil,no.lisp,37
no.bil,no.marked.data,37
no.bil,no.marked.jobb,37
no.biz.annonser,unknown,37
no.c,no.alt.pompel-og-pilt,37
no.c,no.alt.radio-tv.irma-1000,37
no.c,no.lisp,37
no.ef,no.alt.pompel-og-pilt,37
no.ef,no.alt.radio-tv.irma-1000,37
no.ef,no.lisp,37
no.elektronikk,no.linux,37
no.elektronikk,no.litteratur,37
no.elektronikk,no.musikk,37
no.embnet,no.lisp,37
no.embnet,no.musikk.gitar,37
no.embnet,unknown,37
no.film,no.lisp,37
no.general,no.alt.config,37
no.havforskning,no.alt.god.jul,37
no.havforskning,no.musikk,37
no.jus,no.alt.god.jul,37
no.kjemi,no.alt.god.jul,37
no.lisp,no.mail.diverse,37
no.lisp,no.mail.drift,37
no.lisp,no.marked.data,37
no.mac,no.bil,37
no.mail.diverse,no.alt.diskusjoner,37
no.mail.diverse,no.elektronikk,37
no.mail.diverse,no.lisp,37
no.mail.drift,no.lisp,37
no.mail.drift,no.news.diverse,37
no.marked,no.alt.god.jul,37
no.marked.jobb,no.jus,37
no.marked.jobb,no.lisp,37
no.multimedia,no.embnet,37
no.musikk.gitar,no.havforskning,37
no.news.diverse,no.psykologi,37
no.stortinget,no.alt.flame,37
no.stortinget,no.telepost,37
no.ai,no.alt.gledesutbrudd,36
no.alt.frustrasjoner,no.alt.arkiv,36
no.alt.frustrasjoner,no.musikk.gitar,36
no.alt.god.jul,no.irc,36
no.alt.katter,unknown,36
no.alt.radio-tv.irma-1000,no.havforskning,36
no.alt.radio-tv.irma-1000,no.marked.jobb,36
no.alt.tegneserier,no.alt.motorsykler,36
no.bil,no.mail.diverse,36
no.bil,no.mail.drift,36
no.biz.nettilbydere,no.www,36
no.c,no.marked.data,36
no.ef,no.marked.jobb,36
no.ef,no.musikk,36
no.elektronikk,no.alt.pompel-og-pilt,36
no.elektronikk,no.alt.radio-tv.irma-1000,36
no.elektronikk,no.alt.tegneserier,36
no.elektronikk,no.havforskning,36
no.elektronikk,no.lisp,36
no.elektronikk,no.marked.jobb,36
no.elektronikk,no.radio-tv,36
no.embnet,no.alt.pompel-og-pilt,36
no.embnet,no.alt.radio-tv.irma-1000,36
no.embnet,no.marked.jobb,36
no.havforskning,no.marked.jobb,36
no.jus,no.lisp,36
no.kjemi,no.lisp,36
no.linux,no.news.drift,36
no.lisp,no.c,36
no.lisp,no.marked.jobb,36
no.litteratur,no.alt.god.jul,36
no.mail.diverse,no.alt.god.jul,36
no.mail.drift,no.elektronikk,36
no.marked.data,no.havforskning,36
no.marked.data,no.it.diverse,36
no.marked.data,no.lisp,36
no.marked.jobb,no.film,36
no.marked.jobb,no.irc,36
no.ms-windows,no.mail.diverse,36
no.multimedia,no.alt.tegneserier,36
no.musikk.gitar,no.irc,36
no.net,no.alt.god.jul,36
no.radio-tv,no.jus,36
no.uninett.diverse,no.general,36
no.vitser,no.alt.gledesutbrudd,36
no.alt.config,no.alt.katter,35
no.alt.diskusjoner,no.havforskning,35
no.alt.flame,no.elektronikk,35
no.alt.frustrasjoner,no.alt.tegneserier,35
no.alt.motorsykler,no.alkohol,35
no.alt.motorsykler,no.alt.tegneserier,35
no.alt.pompel-og-pilt,no.alt.god.jul,35
no.alt.pompelog,no.c,35
no.alt.pompelog,no.ef,35
no.alt.pompelog,no.general,35
no.alt.radio-tv.irma-1000,no.film,35
no.alt.radio-tv.irma-1000,no.general,35
no.alt.radio-tv.irma-1000,no.irc,35
no.alt.radio-tv.irma-1000,no.jus,35
no.alt.radio-tv.irma-1000,no.linux,35
no.alt.radio-tv.irma-1000,no.lisp,35
no.alt.radio-tv.irma-1000,no.litteratur,35
no.alt.radio-tv.irma-1000,no.mac,35
no.alt.radio-tv.irma-1000,no.marked.data,35
no.alt.tegneserier,no.lisp,35
no.amiga,no.pc,35
no.bibsys,no.c,35
no.ef,no.marked.data,35
no.embnet,no.marked.data,35
no.film,no.musikk.gitar,35
no.film,no.net,35
no.havforskning,no.bil,35
no.havforskning,no.elektronikk,35
no.havforskning,no.lisp,35
no.irc,no.alt.pompel-og-pilt,35
no.irc,no.alt.radio-tv.irma-1000,35
no.linux,no.alt.god.jul,35
no.linux,no.bil,35
no.linux,no.elektronikk,35
no.lisp,no.embnet,35
no.lisp,no.film,35
no.lisp,no.irc,35
no.litteratur,no.elektronikk,35
no.mac,no.norsk,35
no.mail.diverse,no.ms-windows,35
no.mail.drift,no.alt.god.jul,35
no.marked,no.marked.bil,35
no.marked,no.sport.diverse,35
no.marked.data,no.alt.tegneserier,35
no.marked.data,no.kjemi,35
no.marked.jobb,no.musikk,35
no.musikk,no.bil,35
no.musikk,no.elektronikk,35
no.musikk,no.havforskning,35
no.nuug,no.linux,35
no.pc,no.irc,35
no.perl,no.lisp,35
no.psykologi,no.norsk,35
no.slekt,no.slekt.etterlysning,35
no.ai,no.alkohol,34
no.alkohol,no.alt.god.jul,34
no.alt.config,no.alt.god.jul,34
no.alt.diskusjoner,no.ai,34
no.alt.flame,no.alt.arkiv,34
no.alt.frustrasjoner,no.audio,34
no.alt.frustrasjoner,no.c,34
no.alt.gledesutbrudd,no.ai,34
no.alt.gledesutbrudd,no.vitser,34
no.alt.god.jul,no.alt.config,34
no.alt.god.jul,no.marked.data,34
no.alt.mat.drikke,no.alkohol,34
no.alt.mat.drikke,no.alt.frustrasjoner,34
no.alt.mat.drikke,no.alt.motorsykler,34
no.alt.tegneserier,no.eunet.diverse,34
no.bibsys,no.ef,34
no.bibsys,no.embnet,34
no.bibsys,no.film,34
no.c,no.eunet.diverse,34
no.c,no.musikk,34
no.ef,no.bibsys,34
no.ef,no.eunet.diverse,34
no.embnet,no.bibsys,34
no.eunet.diverse,no.alt.tegneserier,34
no.eunet.diverse,no.c,34
no.eunet.diverse,no.ef,34
no.film,no.alt.god.jul,34
no.film,no.alt.pompel-og-pilt,34
no.film,no.alt.radio-tv.irma-1000,34
no.film,no.bibsys,34
no.general,no.prat.seksualitet,34
no.havforskning,no.alt.pompel-og-pilt,34
no.havforskning,no.alt.radio-tv.irma-1000,34
no.jus,no.alt.pompel-og-pilt,34
no.jus,no.alt.radio-tv.irma-1000,34
no.kjemi,no.alt.pompel-og-pilt,34
no.lisp,no.audio,34
no.lisp,no.bil,34
no.lisp,no.ef,34
no.lisp,no.elektronikk,34
no.lisp,no.havforskning,34
no.lisp,no.jus,34
no.lisp,no.kjemi,34
no.mac,no.alt.pompel-og-pilt,34
no.mac,no.alt.radio-tv.irma-1000,34
no.marked,no.hobby.diverse,34
no.marked.data,no.bil,34
no.marked.jobb,no.c,34
no.marked.jobb,no.havforskning,34
no.marked.jobb,no.pc,34
no.multimedia,no.typografi,34
no.musikk.gitar,no.c,34
no.musikk.gitar,no.ef,34
no.musikk.gitar,no.embnet,34
no.net,no.stortinget,34
no.news.drift,unknown,34
no.norsk,no.ef,34
no.pc,no.amiga,34
no.pc,no.audio,34
no.pc,no.litteratur,34
no.reiser,unknown,34
no.sport.diverse,no.norsk,34
no.tele,no.elektronikk,34
no.typografi,no.multimedia,34
no.vit.diverse,no.psykologi,34
no.ai,no.alt.config,33
no.ai,no.alt.diskusjoner,33
no.ai,no.alt.frustrasjoner,33
no.alt.arkiv,no.ai,33
no.alt.arkiv,no.alt.frustrasjoner,33
no.alt.config,no.ai,33
no.alt.diskusjoner,no.sport.diverse,33
no.alt.flame,no.alkohol,33
no.alt.frustrasjoner,no.ef,33
no.alt.frustrasjoner,no.marked.jobb,33
no.alt.gledesutbrudd,no.alt.radio_tv.irma1000,33
no.alt.god.jul,no.alt.pompel-og-pilt,33
no.alt.god.jul,no.alt.radio-tv.irma-1000,33
no.alt.god.jul,no.bil,33
no.alt.god.jul,no.elektronikk,33
no.alt.katter,no.general,33
no.alt.pompel-og-pilt,no.multimedia,33
no.alt.pompel-og-pilt,no.musikk,33
no.alt.pompel-og-pilt,no.musikk.gitar,33
no.alt.pompel-og-pilt,no.net,33
no.alt.pompelog,no.alt.radio_tv.irma1000,33
no.alt.radio-tv.irma-1000,no.multimedia,33
no.audio,no.pc,33
no.bibsys,no.havforskning,33
no.c,no.bibsys,33
no.elektronikk,no.net,33
no.folklore.edb,no.unix,33
no.general,no.alt.pompelog,33
no.havforskning,no.alt.diskusjoner,33
no.havforskning,no.bibsys,33
no.jus,no.medisin,33
no.jus,no.psykologi,33
no.lisp,no.multimedia,33
no.mail.diverse,no.bil,33
no.mail.drift,no.bil,33
no.mail.drift,no.general,33
no.mail.drift,no.norsk,33
no.marked.data,no.c,33
no.marked.diskusjon,no.marked.data,33
no.marked.jobb,no.alt.tegneserier,33
no.marked.jobb,no.bil,33
no.marked.jobb,no.elektronikk,33
no.marked.jobb,no.embnet,33
no.marked.jobb,no.net,33
no.ms-windows,no.net,33
no.multimedia,no.lisp,33
no.musikk,no.lisp,33
no.musikk.gitar,no.alt.god.jul,33
no.musikk.gitar,no.alt.tegneserier,33
no.musikk.gitar,no.audio,33
no.musikk.gitar,no.film,33
no.news.diverse,no.c,33
no.news.drift,no.mac,33
no.norsk,no.kjemi,33
no.norsk,no.mail.drift,33
no.pc,no.mail.drift,33
no.pc,no.nuug,33
no.stortinget,no.net,33
no.telepost,no.pc,33
no.telepost,unknown,33
no.unix,no.alt.frustrasjoner,33
no.ai,no.alt.arkiv,32
no.ai,no.alt.mat,32
no.alt.arkiv,no.alt.mat,32
no.alt.gledesutbrudd,no.alt.arkiv,32
no.alt.gledesutbrudd,no.alt.tegneserier,32
no.alt.god.jul,no.alkohol,32
no.alt.god.jul,no.lisp,32
no.alt.god.jul,no.marked.jobb,32
no.alt.god.jul,no.musikk,32
no.alt.irc-treff,no.general,32
no.alt.pompelog,no.eunet.hjelp,32
no.alt.radio-tv.irma-1000,no.alt.god.jul,32
no.alt.radio_tv.irma1000,no.alt.gledesutbrudd,32
no.bibsys,no.irc,32
no.bil,no.multimedia,32
no.biz.nettilbydere,no.marked.data,32
no.c,no.eunet.hjelp,32
no.ef,no.eunet.hjelp,32
no.embnet,no.musikk,32
no.eunet.hjelp,no.c,32
no.eunet.hjelp,no.ef,32
no.eunet.hjelp,no.eunet.drift,32
no.folklore.edb,no.linux,32
no.irc,no.bibsys,32
no.it.os.os2,unknown,32
no.linux,no.alt.pompel-og-pilt,32
no.linux,no.alt.radio-tv.irma-1000,32
no.lisp,no.alt.pompel-og-pilt,32
no.lisp,no.alt.radio-tv.irma-1000,32
no.lisp,no.alt.tegneserier,32
no.lisp,no.net,32
no.litteratur,no.alt.pompel-og-pilt,32
no.litteratur,no.alt.radio-tv.irma-1000,32
no.litteratur,no.pc,32
no.mail.diverse,no.alt.pompel-og-pilt,32
no.mail.drift,no.alt.pompel-og-pilt,32
no.marked,no.alt.pompel-og-pilt,32
no.marked.data,no.embnet,32
no.marked.jobb,no.alt.pompel-og-pilt,32
no.marked.jobb,no.alt.radio-tv.irma-1000,32
no.marked.jobb,no.ef,32
no.musikk,no.ef,32
no.musikk.gitar,unknown,32
no.net,no.lisp,32
no.net,no.nuug,32
no.norsk,no.alkohol,32
no.norsk,no.nuug,32
no.norsk,no.sport.diverse,32
no.pc,no.kjemi,32
no.pc,no.radio_tv,32
no.pc,no.telepost,32
no.psykologi,no.news.diverse,32
no.sport.diverse,no.alt.diskusjoner,32
no.vit.diverse,no.general,32
no.vitser,no.news.diverse,32
no.alt.arkiv,no.alt.gledesutbrudd,31
no.alt.frustrasjoner,no.embnet,31
no.alt.frustrasjoner,no.sport.diverse,31
no.alt.god.jul,no.alt.frustrasjoner,31
no.alt.katter,no.alt.config,31
no.alt.mat,no.ai,31
no.alt.pompelog,no.alt.motorsykler,31
no.alt.radio-tv.irma-1000,no.musikk,31
no.alt.radio-tv.irma-1000,no.musikk.gitar,31
no.alt.radio_tv.irma1000,no.alt.frustrasjoner,31
no.alt.radio_tv.irma1000,no.alt.mat,31
no.alt.radio_tv.irma1000,no.alt.pompelog,31
no.alt.tegneserier,no.alt.frustrasjoner,31
no.alt.tegneserier,no.alt.gledesutbrudd,31
no.alt.tegneserier,no.musikk,31
no.bil,no.alt.god.jul,31
no.bil,no.musikk.gitar,31
no.bil,no.net,31
no.c,no.alt.pompelog,31
no.c,no.unix,31
no.ef,no.alt.pompelog,31
no.eunet.diverse,no.general,31
no.eunet.drift,no.eunet.hjelp,31
no.lisp,no.musikk,31
no.litteratur,no.nuug,31
no.mac,no.nuug,31
no.mail.diverse,no.nuug,31
no.mail.drift,no.nuug,31
no.mail.drift,no.pc,31
no.marked,no.nuug,31
no.marked.data,no.alt.pompel-og-pilt,31
no.marked.data,no.alt.radio-tv.irma-1000,31
no.marked.data,no.ef,31
no.ms-windows,no.mswindow,31
no.ms-windows,no.musikk,31
no.multimedia,no.nuug,31
no.musikk,no.c,31
no.musikk.gitar,no.general,31
no.musikk.gitar,no.marked.data,31
no.net,no.elektronikk,31
no.net,no.marked.jobb,31
no.net,no.ms-windows,31
no.news.diverse,no.alt.gledesutbrudd,31
no.news.diverse,no.audio,31
no.news.drift,no.multimedia,31
no.norsk,no.uninett.skole,31
no.nuug,no.net,31
no.nuug,no.norsk,31
no.pc,no.psykologi,31
no.psykologi,no.pc,31
no.radio-tv,no.multimedia,31
no.radio_tv,no.pc,31
no.spill.rollespill,unknown,31
no.uninett.skole,no.litteratur,31
no.alt.arkiv,no.alt.flame,30
no.alt.diskusjoner,no.uninett.diverse,30
no.alt.frustrasjoner,no.kjemi,30
no.alt.frustrasjoner,no.news.drift,30
no.alt.mat,no.alt.arkiv,30
no.alt.mat,no.alt.radio_tv.irma1000,30
no.biz.annonser,no.biz.nettilbydere,30
no.biz.nettilbydere,no.marked,30
no.elektronikk,no.alt.god.jul,30
no.elektronikk,no.musikk.gitar,30
no.eunet.hjelp,no.alt.pompelog,30
no.general,no.eunet.hjelp,30
no.irc,no.pc,30
no.irc,no.spill,30
no.mail.diverse,no.psykologi,30
no.marked.data,no.musikk.gitar,30
no.ms-windows,no.it.diverse,30
no.multimedia,no.news.drift,30
no.multimedia,no.psykologi,30
no.musikk,no.alt.tegneserier,30
no.musikk,no.embnet,30
no.musikk,no.ms-windows,30
no.news.diverse,no.film,30
no.news.drift,no.musikk,30
no.norsk,no.medisin,30
no.nuug,no.litteratur,30
no.nuug,no.mac,30
no.nuug,no.mail.diverse,30
no.nuug,no.mail.drift,30
no.nuug,no.marked,30
no.nuug,no.multimedia,30
no.nuug,no.pc,30
no.org.efn.diskusjon,no.religion,30
no.pc,no.alt.flame,30
no.psykologi,no.mail.diverse,30
no.psykologi,no.multimedia,30
no.typografi,no.general,30
no.alt.config,no.alt.pompelog,29
no.alt.pompelog,no.alkohol,29
no.alt.pompelog,no.alt.config,29
no.alt.radio_tv.irma1000,no.alt.motorsykler,29
no.bil,no.marked.bil,29
no.general,no.biz.diskusjoner,29
no.irc,no.vitser,29
no.kjemi,no.psykologi,29
no.litteratur,no.psykologi,29
no.litteratur,no.uninett.skole,29
no.mac,no.biz.annonser,29
no.marked.data,no.alt.god.jul,29
no.ms-windows,no.general,29
no.multimedia,no.alt.radio-tv.irma-1000,29
no.multimedia,no.bil,29
no.news.drift,no.kjemi,29
no.news.drift,no.linux,29
no.news.drift,no.marked,29
no.news.drift,no.musikk.gitar,29
no.pc,no.sport.diverse,29
no.perl,unknown,29
no.psykologi,no.kjemi,29
no.slekt,no.spill,29
no.sport.diverse,no.pc,29
no.stortinget,no.havforskning,29
no.uninett.diverse,no.alt.diskusjoner,29
no.uninett.skole,no.norsk,29
no.unix,no.c,29
no.vit.diverse,no.alt.diskusjoner,29
no.vit.diverse,unknown,29
no.vitser,no.irc,29
no.alkohol,no.alt.pompelog,28
no.alt.arkiv,no.alt.motorsykler,28
no.alt.diskusjoner,no.eunet.hjelp,28
no.alt.frustrasjoner,no.havforskning,28
no.alt.gledesutbrudd,no.news.diverse,28
no.alt.mat.drikke,no.alt.gledesutbrudd,28
